delta,theta,low-alpha,high-alpha,low-beta,high-beta,low-gamma,mid-gamma,timestamp
61143,26161,9021,3986,1657,2316,768,267,2022-03-13 22:56:37.746687
4439,13335,3645,6084,6666,3253,3002,1318,2022-03-13 22:56:38.749338
350736,166627,58299,19465,10414,23203,13136,15277,2022-03-13 22:56:39.742136
28018,27523,1139,46345,6778,13135,7170,10991,2022-03-13 22:56:40.795598
36753,24545,2895,3888,4271,2839,2543,1992,2022-03-13 22:56:41.739202
12599,12049,41648,4172,4669,7949,6496,6851,2022-03-13 22:56:42.736393
593731,269376,63564,82194,26396,5058,7030,9948,2022-03-13 22:56:43.752020
141356,26757,25468,1866,7091,5052,1240,468,2022-03-13 22:56:44.751271
75062,56876,39813,21032,5775,13113,5312,2538,2022-03-13 22:56:45.740576
20319,12319,9557,45476,34876,13969,8953,2361,2022-03-13 22:56:46.748116
2191154,79477,24372,42141,20052,14920,24993,21167,2022-03-13 22:56:47.764611
545343,37695,18239,13978,10623,4394,5238,5869,2022-03-13 22:56:48.742048
34074,83904,1743,10741,7046,10074,5957,3447,2022-03-13 22:56:49.749169
83967,157072,39636,16368,7656,4739,2096,6764,2022-03-13 22:56:50.748658
714900,192283,44461,26466,19940,16548,17683,5681,2022-03-13 22:56:51.749836
202241,9008,6425,3329,430,772,606,166,2022-03-13 22:56:52.742332
260259,37569,10650,10456,3027,1454,271,597,2022-03-13 22:56:53.747152
10673,12918,1982,21180,2135,4793,2182,2133,2022-03-13 22:56:54.759500
115889,14238,7714,3430,2043,1089,2996,617,2022-03-13 22:56:55.740090
22975,21218,16927,21037,8314,7673,5764,2550,2022-03-13 22:56:56.748078
6045,6671,5480,19843,6886,3120,3641,4256,2022-03-13 22:56:57.751033
877,10424,6097,15313,8044,3004,9814,8490,2022-03-13 22:56:58.782344
20406,13478,5524,17907,25559,5471,7232,5676,2022-03-13 22:56:59.747622
31114,18274,5054,16478,3064,1631,942,1915,2022-03-13 22:57:00.738713
67273,75446,45662,27468,12034,9940,3579,2293,2022-03-13 22:57:01.737834
450876,115193,32309,8077,29360,5029,1417,1262,2022-03-13 22:57:02.739051
17601,12113,10160,14047,7650,3427,4059,3424,2022-03-13 22:57:03.750110
44707,24070,17952,6143,2227,3531,629,887,2022-03-13 22:57:04.749030
455257,47136,23397,10425,4376,4501,2523,906,2022-03-13 22:57:05.778323
311879,89035,22774,9367,7527,11974,5561,2707,2022-03-13 22:57:06.739927
22522,19650,2409,7418,1982,2513,1201,712,2022-03-13 22:57:07.741792
7135,8655,3982,5702,15072,4637,4350,3994,2022-03-13 22:57:08.739606
79414,19154,29904,11571,2512,1895,741,459,2022-03-13 22:57:09.751655
19685,9221,4037,4252,2892,4395,5359,3971,2022-03-13 22:57:10.738761
477174,237193,83232,48326,8125,16519,23790,14501,2022-03-13 22:57:11.741993
26512,35655,37180,8136,30433,11508,11483,16432,2022-03-13 22:57:12.750670
24605,58353,12754,23362,19207,19454,9398,15419,2022-03-13 22:57:13.747604
143654,13800,4112,3880,1504,1793,2513,1018,2022-03-13 22:57:14.750049
103508,30210,25658,10455,9550,13150,8822,10694,2022-03-13 22:57:15.744191
24232,78233,9707,5787,9949,6548,15121,5016,2022-03-13 22:57:16.767234
214029,38410,9571,18328,3366,1893,2371,1852,2022-03-13 22:57:17.742394
1232720,242155,31875,14304,12500,9635,6117,3239,2022-03-13 22:57:18.740595
439574,506780,24109,20695,28356,15944,26067,7458,2022-03-13 22:57:19.742198
2056208,49830,26470,5379,31988,81623,64320,47825,2022-03-13 22:57:20.739439
434710,53296,10661,1966,8406,3145,2955,2337,2022-03-13 22:57:21.753118
46325,22276,8345,2125,586,4697,1961,1265,2022-03-13 22:57:22.743327
39648,29852,71156,15169,15960,13658,5451,3033,2022-03-13 22:57:23.787349
102209,76073,6890,9111,4311,6300,2258,1271,2022-03-13 22:57:24.750022
24797,6448,196,2131,2576,2830,1243,518,2022-03-13 22:57:25.746791
12057,12029,16603,41654,8428,7130,3629,2269,2022-03-13 22:57:26.741942
43430,27704,12302,10850,9813,5066,6276,5702,2022-03-13 22:57:27.744412
1344437,187417,54522,17964,20551,7910,5148,3925,2022-03-13 22:57:28.740367
45869,72104,2873,16869,11826,11211,36593,21117,2022-03-13 22:57:29.749423
133923,25346,6027,4459,2161,3009,2835,1476,2022-03-13 22:57:30.756156
194200,74249,23966,15312,17100,12316,10297,3401,2022-03-13 22:57:31.747632
61441,29600,4161,14540,3374,3763,1889,1162,2022-03-13 22:57:32.753239
428480,40286,65562,22126,16277,10997,5595,9371,2022-03-13 22:57:33.738977
130117,43029,4190,19553,5945,4273,1576,984,2022-03-13 22:57:34.746132
312638,73300,29201,6139,16014,14443,8827,36471,2022-03-13 22:57:35.751183
82350,12071,1132,7643,7416,3269,1962,1350,2022-03-13 22:57:36.738874
34758,38499,18828,24087,16752,8729,3801,5742,2022-03-13 22:57:37.775591
52081,22620,3311,19926,5454,7574,6847,8561,2022-03-13 22:57:38.749605
10900,17803,7573,40629,10816,12494,10032,6245,2022-03-13 22:57:39.750777
65929,34389,47697,13767,15694,12556,7142,3518,2022-03-13 22:57:40.737928
37325,14109,32755,31850,7515,11902,6819,7423,2022-03-13 22:57:41.780137
2864,11516,12163,26753,16287,20453,3848,4808,2022-03-13 22:57:42.739471
51171,54323,41640,31463,9823,24881,7111,5840,2022-03-13 22:57:43.735581
10723,68843,30364,26397,14002,7721,4021,2447,2022-03-13 22:57:44.747740
244155,62920,9662,13257,6412,1699,2078,421,2022-03-13 22:57:45.737363
86730,19929,6244,6755,2493,1610,644,1753,2022-03-13 22:57:46.739745
63650,18060,6257,1275,4844,2887,1808,1022,2022-03-13 22:57:47.752488
48821,38313,13579,16220,26005,22360,8535,3160,2022-03-13 22:57:48.760555
667183,127477,73849,41750,36731,21174,26001,30899,2022-03-13 22:57:49.739901
102825,18133,5734,3334,1473,1338,1148,183,2022-03-13 22:57:50.738988
10617,2881,1389,10758,6469,16008,5716,5477,2022-03-13 22:57:51.738023
53572,46579,40796,8690,20345,14693,16195,17981,2022-03-13 22:57:52.737551
145190,46437,23478,3573,5740,7883,3750,4516,2022-03-13 22:57:53.746200
110888,98476,29938,50657,30084,14950,7126,8611,2022-03-13 22:57:54.736080
101328,18985,32296,17335,2924,7780,2008,1122,2022-03-13 22:57:55.764289
132131,55652,4330,14337,5551,20337,13867,5957,2022-03-13 22:57:56.738727
45247,29127,22387,21126,6578,8819,6202,6455,2022-03-13 22:57:57.749763
11955,45417,24238,41696,10966,13426,5418,3492,2022-03-13 22:57:58.742798
24275,55459,57950,27222,11034,9321,14739,3471,2022-03-13 22:57:59.782083
16183,17779,38980,30310,4777,11377,4054,2317,2022-03-13 22:58:00.749451
46855,60542,16671,10907,20334,9484,4480,3534,2022-03-13 22:58:01.746217
58712,6242,5546,117,2211,2434,1786,1323,2022-03-13 22:58:02.736067
21803,18149,7539,19956,15523,17968,5055,1393,2022-03-13 22:58:03.748678
430740,32241,6078,4814,3530,3484,2009,770,2022-03-13 22:58:04.748371
52192,21032,16997,5059,16772,22399,4702,2183,2022-03-13 22:58:05.738404
263611,5436,2630,6818,1130,750,1940,1178,2022-03-13 22:58:06.768247
258106,28703,13904,21789,5170,2153,1652,1154,2022-03-13 22:58:07.750454
30995,5905,2854,6826,3901,1758,946,1125,2022-03-13 22:58:08.751894
146545,24100,32664,4844,4987,2830,1412,812,2022-03-13 22:58:09.740316
25465,12607,13776,27285,6731,7027,4098,1849,2022-03-13 22:58:10.738289
400808,27377,10149,13879,3561,3525,625,565,2022-03-13 22:58:11.739412
39898,42727,8307,9916,8991,6881,4963,3643,2022-03-13 22:58:12.743548
18829,8644,9034,7181,11223,5947,7490,1685,2022-03-13 22:58:13.762369
4774,15908,1155,22315,10257,6721,5161,4472,2022-03-13 22:58:14.741496
215824,108379,3618,6318,3376,7539,7202,1565,2022-03-13 22:58:15.737853
2489943,160982,36309,51320,21855,28267,56186,16396,2022-03-13 22:58:16.751737
21473,2577,2099,972,3876,3372,4596,1571,2022-03-13 22:58:17.769873
17734,23157,16508,20032,16571,17904,11135,7464,2022-03-13 22:58:18.749957
430723,149179,12585,6120,18996,15166,18550,6740,2022-03-13 22:58:19.743294
552283,436603,56940,84176,48442,69936,24665,30624,2022-03-13 22:58:20.746936
185558,72739,15593,3995,4734,4587,4423,1417,2022-03-13 22:58:21.752904
2188867,269783,44324,31286,21203,24592,43789,10842,2022-03-13 22:58:22.740239
